"Артикул";"Ozon Product ID";"SKU";"Barcode";"Название товара";"Контент-рейтинг";"Бренд";"Статус товара";"Отзывы";"Рейтинг";"Видимость на Ozon";"Причины скрытия";"Дата создания";"Категория комиссии";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Рыночная цена, ₽";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"'Б0005308";"15511577";"155665261";"4210201052746";"Насадки для электрической зубной щетки Oral-B TriZone (4 шт) EB 30-4";"'70";"Oral-B";"Продается";"11";"'5.00";"Показывается";;"2019-08-16 14:35:26";"Аксессуары для электроники";"'0.26";"'0.1";"3";"0";"0";"0";"0";"0";"3145.00";"4680.00";;;;"20%"
"'Б0005301/2";"15511649";"157849687";"157849687";"Насадка для зубных щеток Oral-B Stages Kids EB10 Принцессы, 2 шт.";"'30";"Oral-B";"Продается";"0";"'0.00";"Показывается";;"2019-08-16 14:39:15";"Аксессуары для электроники";"'0.02";"'0.1";"1";"0";"0";"8";"0";"0";"1935.00";"2880.00";;;;"20%"
"'81387975";"15511699";"155665588";"4210201072911";"Braun бритвенная сетка + блок Series 5 51S";"'85";"Braun";"Продается";"55";"'4.40";"Показывается";;"2019-08-16 14:44:22";"Аксессуары для электроники";"'0.48";"'0.1";"1";"0";"0";"8";"8";"0";"7165.00";"11360.00";;;;"20%"
"'Б0005399";"15511703";"155665589";"4210201072942";"Сетка и режущий блок 70S для электробритв Braun Series 7";"'30";"Braun";"Продается";"241";"'4.80";"Показывается";;"2019-08-16 14:45:34";"Аксессуары для электроники";"'0.32";"'0.1";"6";"0";"0";"12";"12";"0";"9570.00";"15180.00";;;;"20%"
"'81570020";"15511723";"155665593";"4210201163596";"Сетка и режущий блок Braun Series 3 21B";"'75";"Braun";"Продается";"132";"'5.00";"Показывается";;"2019-08-16 14:49:44";"Аксессуары для электроники";"'0.29";"'0.1";"7";"0";"0";"0";"0";"0";"3925.00";"6030.00";;;;"20%"
"'81444473";"15511724";"155665594";"4210201092223";"Сетка и режущий блок 70B для электробритв Braun Series 7";"'37.5";"Braun";"Продается";"36";"'4.20";"Показывается";;"2019-08-16 14:51:00";"Аксессуары для электроники";"'0.32";"'0.1";"1";"0";"0";"0";"0";"0";"10240.00";"16240.00";;;;"20%"
"'52B";"15511729";"155665595";"4210201072164";"Сетка и режущий блок 52B для электробритв Braun Series 5";"'30";"Braun";"Продается";"54";"'4.80";"Показывается";;"2019-08-16 14:52:01";"Аксессуары для электроники";"'0.29";"'0.1";"6";"0";"0";"7";"7";"0";"8815.00";"13980.00";;;;"20%"
"'51B/81625466";"15511737";"155665646";"4210201095651";"Сетка и режущий блок 51B для электробритв Braun Series 5";"'30";"Braun";"Продается";"57";"'4.70";"Показывается";;"2019-08-16 14:54:30";"Аксессуары для электроники";"'0.29";"'0.1";"1";"0";"0";"20";"20";"0";"7000.00";"11100.00";;;;"20%"
"'30B";"15511802";"155665649";"4210201072744";"Сетка и режущий блок 30B для электробритв Braun Series 3";"'15";"Braun";"Продается";"71";"'4.90";"Показывается";;"2019-08-16 14:57:55";"Аксессуары для электроники";"'0.26";"'0.1";"5";"0";"0";"0";"0";"0";"5275.00";"8360.00";;;;"20%"
"'81387934/81253250";"15581416";"156174500";"4210201072676";"Сетка и режущий блок 20S для электробритв Braun 2000 Calypso cruZer";"'15";"Braun";"Продается";"5";"'5.00";"Показывается";;"2019-08-22 06:10:16";"Аксессуары для электроники";"'0.26";"'0.1";"2";"0";"0";"0";"0";"0";"3465.00";"5580.00";;;;"20%"
"'7030946";"15581445";"156174471";"2003883685010";"Эпилирующая головка для эпилятора Braun, стандартная, 40 пинцетов";"'40";"Braun";"Готов к продаже";"108";"'5.00";"Показывается";;"2019-08-22 06:10:38";"Косметическая техника";"'0.43";"'0.1";"0";"0";"0";"0";"0";"0";"6370.00";"8600.00";;;;"20%"
"'31S";"15581453";"156174466";"4210201072829";"Сетка и режущий блок 31S для электробритв Braun Series 3";"'15";"Braun";"Продается";"7";"'5.00";"Показывается";;"2019-08-22 06:10:44";"Аксессуары для электроники";"'0.26";"'0.1";"1";"0";"0";"0";"0";"0";"4080.00";"6470.00";;;;"20%"
"'81465100";"15581483";"156174509";"2003883685027";"Эпилирующая головка для эпилятора Braun, стандартная";"'40";"Braun";"Продается";"7";"'0.00";"Показывается";;"2019-08-22 06:11:10";"Косметическая техника";"'0.43";"'0.1";"6";"0";"0";"5";"5";"0";"3660.00";"4870.00";;;;"20%"
"'81555552";"15581531";"156174527";"2003883685034";"Эпилирующая головка для эпилятора Braun, стандартная, 28 пинцетов";"'40";"Braun";"Продается";"22";"'0.00";"Показывается";;"2019-08-22 06:11:38";"Косметическая техника";"'0.43";"'0.1";"6";"0";"0";"10";"10";"0";"5865.00";"8490.00";;;;"20%"
"'Б0041485";"15606694";"156326282";"4210201223351";"Эпилятор Braun Silk-epil 5 Beauty Set SES 5-895";"'92.5";"Braun";"Продается";"343";"'4.90";"Показывается";;"2019-08-23 09:32:48";"Косметическая техника";"'3.64";"'0.8";"3";"0";"0";"0";"0";"0";"19830.00";"25740.00";;;;"20%"
"'Б0027735";"15606696";"156326384";"4210201163305";"Мужская электробритва Braun Series 3 300s Black";"'87.5";"Braun";"Продается";"383";"'4.90";"Показывается";;"2019-08-23 09:33:49";"Электронные товары для красоты и здоровья";"'1.32";"'0.4";"6";"0";"0";"0";"0";"0";"6515.00";"9170.00";;;;"20%"
"'Б0033365";"15617383";"156335031";"4210201190530";"Эпилятор Braun SES 5/500";"'92.5";"Braun";"Продается";"343";"'4.90";"Показывается";;"2019-08-23 13:57:44";"Косметическая техника";"'2.52";"'0.5";"11";"0";"0";"0";"0";"0";"12120.00";"16590.00";;;;"20%"
"'Б0035166";"15617501";"156335388";"4210201190202";"Эпилятор Braun Silk-epil 9 SensoSmart 9/880";"'92.5";"Braun";"Продается";"23";"'4.70";"Показывается";;"2019-08-23 14:23:40";"Косметическая техника";"'3.64";"'0.8";"8";"0";"0";"9";"9";"0";"24800.00";"33960.00";;;;"20%"
"'Б0029413";"15643015";"156790242";"4210201174745";"Эпилятор Braun Silk-epil 3 3321";"'92.5";"Braun";"Готов к продаже";"179";"'4.60";"Показывается";;"2019-08-26 07:53:25";"Косметическая техника";"'2.52";"'0.5";"0";"0";"0";"0";"0";"0";"8530.00";"12910.00";;;;"20%"
"'Б0035156";"15643261";"156791261";"4210201190288";"Эпилятор Braun Silk-epil 3 - 3420 + стайлер для бикини";"'92.5";"Braun";"Продается";"179";"'4.60";"Показывается";;"2019-08-26 08:16:03";"Косметическая техника";"'2.52";"'0.5";"2";"0";"0";"0";"0";"0";"10750.00";"16280.00";;;;"20%"
"'Б0005369";"15644299";"156798647";"4210201656043";"Эпилятор Braun Silk-epil 1 1370";"'62.5";"Braun";"Продается";"343";"'4.90";"Показывается";;"2019-08-26 10:00:35";"Косметическая техника";"'1.89";"'0.4";"7";"0";"0";"7";"7";"0";"7785.00";"11790.00";;;;"20%"
"'Б0005419";"15697114";"157538306";"3030050182415";"Фен-щетка Braun Satin Hair 7 AS720";"'72.5";"Braun";"Продается";"18";"'4.90";"Показывается";;"2019-08-30 06:46:11";"Электронные товары для красоты и здоровья";"'3.41";"'0.7";"3";"0";"0";"0";"0";"0";"8395.00";"11040.00";;;;"20%"
"'Б0016647";"15697145";"157540733";"4210201631644";"Фен-щетка Braun Satin Hair 5 AS 530 MN, Black";"'77.5";"Braun";"Продается";"33";"'0.00";"Показывается";;"2019-08-30 06:59:27";"Электронные товары для красоты и здоровья";"'5.28";"'1.1";"0";"0";"0";"29";"29";"0";"7230.00";"10990.00";;;;"20%"
"'0X21010006";"15742034";"157928839";"8021098773180";"Чайник Braun PurEase WK3110 WH";"'70";"Braun";"Продается";"1";"'0.00";"Показывается";;"2019-09-03 10:06:58";"Электронная кухонная техника";"'11.02";"'2.2";"0";"0";"0";"1";"1";"0";"6440.00";"8460.00";;;;"20%"
"'0X21010008";"15742035";"157928841";"8021098773166";"Чайник Braun Multiquick WK3100 WH";"'70";"Braun";"Продается";"3";"'1.00";"Показывается";;"2019-09-03 10:06:58";"Электронная кухонная техника";"'11.02";"'2.2";"1";"0";"0";"0";"0";"0";"5855.00";"7690.00";;;;"20%"
"'0X63221708";"15742043";"157928851";"4210201657712";"Чайник Braun Multiquick 3 WK300 белый";"'80";"Braun";"Готов к продаже";"12";"'5.00";"Показывается";;"2019-09-03 10:06:58";"Электронная кухонная техника";"'11.25";"'2.2";"0";"0";"0";"0";"0";"0";"6430.00";"9310.00";;;;"20%"
"'Б0027736";"15745920";"157936126";"4210201163343";"Мужская электробритва Braun Series 3 300s Red";"'87.5";"Braun";"Продается";"51";"'3.00";"Показывается";;"2019-09-03 13:12:07";"Электронные товары для красоты и здоровья";"'1.32";"'0.4";"7";"0";"0";"0";"0";"0";"9395.00";"12520.00";;;;"20%"
"'0127405000";"15746396";"157937854";"8021098270665";"Паровой утюг Braun SI3030PU";"'80";"Braun";"Продается";"12";"'3.70";"Показывается";;"2019-09-03 13:46:05";"Электронная техника для дома";"'7.20";"'1.4";"4";"0";"0";"0";"0";"0";"5615.00";"8370.00";;;;"20%"
"'81387938";"15746936";"157938911";"4210201072799";"Braun бритвенная сетка + блок Series3 31B";"'30";"Braun";"Продается";"28";"'4.90";"Показывается";;"2019-09-03 14:21:20";"Аксессуары для электроники";"'0.31";"'0.1";"2";"0";"0";"0";"0";"0";"4565.00";"7240.00";;;;"20%"
"'AX22110002";"15747035";"157941036";"8021098770400";"Braun MQ20, насадка кувшин-измельчитель, белый (350 мл)";"'32.5";"Braun";"Продается";"15";"'0.00";"Показывается";;"2019-09-03 14:31:30";"Аксессуары для электроники";"'1.94";"'0.4";"0";"0";"0";"3";"3";"0";"5660.00";"8310.00";;;;"20%"
"'AX22110001";"15747036";"157941037";"8021098770394";"Braun MQ10, White насадка-венчик для блендера";"'40";"Braun";"Продается";"17";"'5.00";"Показывается";;"2019-09-03 14:31:30";"Аксессуары для электроники";"'0.90";"'0.2";"2";"0";"0";"0";"0";"0";"4690.00";"6890.00";;;;"20%"
"'AX22110004";"15747038";"157941040";"8021098770424";"Braun MQ40 Big Chopper MQ5 Series, White емкость для блендера";"'37.5";"Braun";"Продается";"0";"'0.00";"Показывается";;"2019-09-03 14:31:30";"Аксессуары для электроники";"'12.53";"'2.5";"1";"0";"0";"0";"0";"0";"7960.00";"11700.00";;;;"20%"
"'AX22110019";"15747039";"157941042";"8021098770387";"Braun MQ50 Potato Masher, White насадка для блендера";"'30";"Braun";"Продается";"4";"'0.00";"Показывается";;"2019-09-03 14:31:30";"Аксессуары для электроники";"'3.89";"'0.8";"0";"0";"0";"1";"1";"0";"7185.00";"9700.00";;;;"20%"
"'AX22110032";"15747040";"157941043";"8021098774361";"Braun MQ60, насадка-мельничка для блендера";"'17.5";"Нет бренда";"Продается";"6";"'0.00";"Показывается";;"2019-09-03 14:31:30";"Аксессуары для электроники";"'1.20";"'0.3";"4";"0";"0";"0";"0";"0";"7755.00";"10610.00";;;;"20%"
"'Б0017060";"15758291";"158050357";"3030050182378";"Фен Braun Satin Hair 1 HD180 PowerPerfection";"'77.5";"Braun";"Продается";"14";"'0.00";"Показывается";;"2019-09-04 12:12:11";"Электронные товары для красоты и здоровья";"'3.60";"'0.7";"6";"0";"0";"1";"1";"0";"6635.00";"9210.00";;;;"20%"
"'Б0017321";"15758292";"158050358";"4210201122715";"Фен Braun Satin Hair 5 HD 585 PowerPerfection";"'45";"Braun";"Готов к продаже";"9";"'0.00";"Показывается";;"2019-09-04 12:12:11";"Электронные товары для красоты и здоровья";"'7.50";"'1.5";"0";"0";"0";"0";"0";"0";"9905.00";"13750.00";;;;"20%"
"'Б0026336";"15759572";"158216980";"4210201140665";"Фен Braun Satin Hair 3 PowerPerfection HD385";"'80";"Braun";"Продается";"14";"'4.00";"Показывается";;"2019-09-04 12:32:28";"Электронные товары для красоты и здоровья";"'7.25";"'1.5";"2";"0";"0";"0";"0";"0";"7850.00";"10740.00";;;;"20%"
"'Б0017320";"15765058";"158541867";"3030050182316";"Фен Braun Satin Hair 5 PowerPerfection HD580";"'87.5";"Braun";"Готов к продаже";"19";"'5.00";"Показывается";;"2019-09-05 07:19:59";"Электронные товары для красоты и здоровья";"'5.60";"'1.1";"0";"0";"0";"0";"0";"0";"6990.00";"9990.00";;;;"20%"
"'Б0012498";"15765201";"158546224";"4210201099383";"Фен Braun Satin Hair 7 Colour HD770 Diffusor";"'52.5";"Braun";"Продается";"6";"'0.00";"Показывается";;"2019-09-05 07:31:30";"Электронные товары для красоты и здоровья";"'9.17";"'1.8";"6";"0";"0";"0";"0";"0";"12420.00";"17000.00";;;;"20%"
"'Б0014369";"15765264";"158543825";"4210201107958";"Фен Braun Satin Hair 7 SensoDryer HD780 Solo";"'45";"Braun";"Продается";"8";"'0.00";"Показывается";;"2019-09-05 07:44:54";"Электронные товары для красоты и здоровья";"'7.12";"'1.4";"8";"0";"0";"2";"2";"0";"13450.00";"18410.00";;;;"20%"
"'0X21010018";"15779065";"158541890";"8021098773449";"Чайник Braun Breakfast Collection WK 5100 Черный";"'80";"Braun";"Готов к продаже";"7";"'5.00";"Показывается";;"2019-09-05 08:46:43";"Электронная кухонная техника";"'16.30";"'3.3";"0";"0";"0";"0";"0";"0";"8855.00";"12290.00";;;;"20%"
"'0127405002";"15779801";"158330126";"8021098270689";"Паровой утюг Braun Texstyle 3 SI3042 VI";"'80";"Braun";"Продается";"12";"'3.70";"Показывается";;"2019-09-05 09:06:10";"Электронная техника для дома";"'7.17";"'1.4";"6";"0";"0";"0";"0";"0";"7680.00";"11450.00";;;;"20%"
"'0128792601";"15794545";"158537548";"8021098280268";"Парогенератор Braun CareStyle 5 IS5145 BK";"'90";"Braun";"Продается";"7";"'5.00";"Показывается";;"2019-09-06 10:20:54";"Электронная техника для дома";"'39.31";"'7.9";"0";"0";"0";"2";"2";"0";"39430.00";"58840.00";;;;"20%"
"'Б0005301";"15825634";"158871731";"4210201746263";"Насадки для электрической зубной щетки Oral-B Stages Kids EB10 Mickey Mouse (2 шт)";"'70";"Oral-B";"Продается";"25";"'0.00";"Показывается";;"2019-09-09 13:50:47";"Аксессуары для электроники";"'0.26";"'0.1";"5";"0";"0";"0";"0";"0";"1995.00";"2840.00";;;;"20%"
"'81387933/81626277";"15842905";"158876371";"4210201072652";"Braun 11B сетка + режущий блок Series1";"'30";"Braun";"Продается";"2";"'0.00";"Показывается";;"2019-09-10 13:44:15";"Аксессуары для электроники";"'0.26";"'0.1";"9";"0";"0";"0";"0";"0";"4465.00";"7080.00";;;;"20%"
"'7051416";"15869550";"160427710";"2000000190150";"Насадка - погружной блендер Braun для Multiquick 3,5,7 Металл";"'25";"Braun";"Готов к продаже";"8";"'0.00";"Показывается";;"2019-09-12 09:20:36";"Аксессуары для электроники";"'3.17";"'0.6";"0";"0";"0";"0";"0";"0";"8400.00";"12160.00";;;;"20%"
"'Б006102";"15869917";"159305952";"4210201076520";"Сетка и режущий блок 40B для электробритв Braun CoolTec";"'55";"Braun";"Продается";"19";"'5.00";"Показывается";;"2019-09-12 09:23:20";"Аксессуары для электроники";"'0.26";"'0.1";"4";"0";"0";"18";"18";"0";"7350.00";"11470.00";;;;"20%"
"'81574166";"15870652";"161415964";"2000000085227";"Зарядный чехол для зубных щеток Oral-B Black";"'10";"Oral-B";"Продается";"2";"'0.00";"Показывается";;"2019-09-12 10:10:51";"Аксессуары для электроники";"'1.50";"'0.3";"1";"0";"0";"0";"0";"0";"7165.00";"9940.00";;;;"20%"
"'81574167";"15872643";"159286176";"2000000085234";"Зарядный чехол для зубных щеток Oral-B White";"'25";"Oral-B";"Продается";"1";"'0.00";"Показывается";;"2019-09-12 11:05:11";"Аксессуары для электроники";"'1.50";"'0.3";"1";"0";"0";"0";"0";"0";"7165.00";"9940.00";;;;"20%"
"'Б0017848";"15878754";"159127171";"4210201115694";"Braun 32B Series 3 серии, Black бритвенная кассета для 300/310/320/330/340";"'30";"Braun";"Продается";"241";"'4.80";"Показывается";;"2019-09-12 14:12:00";"Аксессуары для электроники";"'0.26";"'0.1";"11";"0";"0";"35";"35";"0";"5095.00";"8080.00";;;;"20%"
"'Б0044200";"16040605";"160024267";"4210201199281";"Сетка и режущий блок 83M для электробритв Braun Series 8";"'55";"Braun";"Продается";"20";"'4.90";"Показывается";;"2019-09-20 06:54:37";"Аксессуары для электроники";"'0.43";"'0.1";"3";"0";"0";"0";"0";"0";"9480.00";"15040.00";;;;"20%"
"'Б0044897";"16148695";"160477130";"4210201200734";"Электрическая зубная щетка Oral-B Vitality Cross Action Black D100.413.1";"'100";"Oral-B";"Продается";"78";"'4.00";"Показывается";;"2019-09-23 09:13:02";"Электронные товары для красоты и здоровья";"'2.38";"'0.5";"28";"0";"0";"49";"49";"0";"4455.00";"6260.00";;;;"20%"
"'0X22111290";"16253582";"160382479";"8021098774620";"Погружной блендер Braun Multiquick 7 MQ7035X";"'70";"Braun";"Продается";"10";"'0.00";"Показывается";;"2019-09-25 13:50:34";"Электронная кухонная техника";"'13.34";"'2.7";"1";"0";"0";"0";"0";"0";"10580.00";"14100.00";;;;"20%"
"'Б0006103";"16383307";"160581409";"4210201574644";"Триммер для носа и ушей Braun Exact Series EN 10";"'32.5";"Braun";"Продается";"27";"'5.00";"Показывается";;"2019-10-02 15:15:11";"Электронные товары для красоты и здоровья";"'1.40";"'0.3";"6";"0";"1";"25";"0";"0";"1805.00";"3990.00";;;;"20%"
"'Б0005398";"16383308";"160581410";"4210201072195";"Бритвенная головка Braun 52S Series 5, 81384830";"'30";"Braun";"Продается";"241";"'4.80";"Показывается";;"2019-10-02 15:15:11";"Аксессуары для электроники";"'0.29";"'0.1";"9";"0";"0";"5";"5";"0";"9205.00";"14600.00";;;;"20%"
"'Б0041481";"16638869";"161203741";"4210201223023";"Набор для ухода за телом и лицом Braun SES 9-985BS WD";"'92.5";"Braun";"Продается";"99";"'5.00";"Показывается";;"2019-10-17 14:45:57";"Косметическая техника";"'5.40";"'1.1";"4";"0";"0";"28";"28";"0";"31590.00";"41020.00";;;;"20%"
"'Б0005417";"16659429";"161253513";"3030050182453";"Braun AS 330, Black фен-щетка";"'57.5";"Braun";"Продается";"18";"'4.30";"Показывается";;"2019-10-18 14:05:12";"Электронные товары для красоты и здоровья";"'4.51";"'0.9";"4";"0";"0";"0";"0";"0";"5500.00";"8490.00";;;;"20%"
"'Б0046884";"19018573";"166684695";"4210201233442";"Ирригатор Oral-B Aquacare 4 Pro-Expert MDH20.016.2";"'62.5";"Oral-B";"Продается";"11";"'4.00";"Показывается";;"2020-01-23 13:28:37";"Профессиональный уход за полостью рта";"'3.09";"'0.7";"8";"0";"0";"78";"78";"0";"12980.00";"19360.00";;;;"20%"
"'81626040/84844573";"19110910";"166811877";"2000000062259";"Контейнер для ирригатора Oral-B";"'50";"Oral-B";"Продается";"0";"'0.00";"Показывается";;"2020-01-27 07:49:20";"Профессиональный уход за полостью рта";"'0.75";"'0.2";"3";"0";"0";"0";"0";"0";"3550.00";"5290.00";;;;"20%"
"'81477283";"19110920";"166811882";"2000000135892";"Зарядное устройство Oral-B 81477283 mini StdB (D16/D20/D34/D36)";"'50";"Oral-B";"Продается";"44";"'5.00";"Показывается";;"2020-01-27 07:50:53";"Аксессуары для электроники";"'0.25";"'0.1";"0";"0";"0";"3";"0";"0";"1865.00";"4990.00";;;;"20%"
"'67040225";"19110961";"166811887";"2000000063362";"Контейнер для хранения 4-х насадок для зубной щетки";"'50";"Oral-B";"Продается";"6";"'0.00";"Показывается";;"2020-01-27 07:53:50";"Аксессуары для электроники";"'0.53";"'0.2";"0";"0";"0";"2";"2";"0";"3580.00";"4580.00";;;;"20%"
"'67040226";"19110986";"166811890";"2000000085210";"Держатель насадок для зубных щеток Oral-B D16/17/18/20";"'50";"Oral-B";"Продается";"9";"'5.00";"Показывается";;"2020-01-27 07:56:31";"Аксессуары для электроники";"'0.70";"'0.2";"3";"0";"0";"0";"0";"0";"3105.00";"4240.00";;;;"20%"
"'Б0046736";"19728833";"168062258";"4210201276326";"Мужская электробритва Braun Series 3 300s Green";"'100";"Braun";"Готов к продаже";"383";"'4.90";"Показывается";;"2020-02-12 11:05:29";"Электронные товары для красоты и здоровья";"'1.32";"'0.4";"0";"0";"0";"0";"0";"0";"6165.00";"8790.00";;;;"20%"
"'Б0036257";"19847725";"168190407";"4210201185925";"Braun Прибор для ухода за лицом Face Spa Pro 921";"'75";"Braun";"Продается";"5";"'0.00";"Показывается";;"2020-02-14 10:34:31";"Косметическая техника";"'6.86";"'1.4";"2";"0";"0";"0";"0";"0";"20630.00";"30780.00";;;;"20%"
"'Б0044896";"20311237";"169155374";"4210201201083";"Электрическая зубная щетка Oral-B Vitality D100.413.1, белая. 1 насадка для зубной щетки Oral-B в комплекте";"'100";"Oral-B";"Продается";"74";"'4.40";"Показывается";;"2020-02-28 09:29:09";"Электронные товары для красоты и здоровья";"'1.32";"'0.4";"6";"0";"0";"0";"0";"0";"4415.00";"6300.00";;;;"20%"
"'Б0044898";"20311645";"169133781";"4210201200697";"Электрическая зубная щетка Oral-B Vitality Cross Action Blue D100.413.1";"'100";"Oral-B";"Продается";"56";"'5.00";"Показывается";;"2020-02-28 09:37:37";"Электронные товары для красоты и здоровья";"'1.94";"'0.4";"2";"0";"0";"46";"46";"0";"4380.00";"6340.00";;;;"20%"
"'Б0047080";"20665878";"169669497";"4210201285786";"Эпилятор Braun Silk-epil 5 SensoSmart 5/810";"'92.5";"Braun";"Продается";"343";"'4.90";"Показывается";;"2020-03-06 08:07:49";"Косметическая техника";"'2.52";"'0.6";"4";"0";"0";"0";"0";"0";"19380.00";"26540.00";;;;"20%"
"'Б0047079";"20667312";"169669552";"4210201285557";"Эпилятор Braun Silk-epil 5 SensoSmart 5/620";"'92.5";"Braun";"Продается";"343";"'4.90";"Показывается";;"2020-03-06 08:44:34";"Косметическая техника";"'2.52";"'0.5";"11";"0";"0";"0";"0";"0";"17930.00";"24550.00";;;;"20%"
"'Б0046720";"22486618";"172511875";"4210201281719";"Триммер универсальный для бороды и усов Braun MGK5245 + Бритва Gillette";"'55";"Braun";"Готов к продаже";"109";"'4.90";"Показывается";;"2020-04-10 14:32:15";"Электронные товары для красоты и здоровья";"'2.35";"'0.5";"0";"0";"0";"0";"0";"0";"7180.00";"10550.00";;;;"20%"
"'Б0046725";"22492311";"172512439";"4210201281894";"Триммер для бороды и усов Braun BT3242 + Бритва Gillette";"'92.5";"Braun";"Продается";"225";"'4.90";"Показывается";;"2020-04-10 16:38:38";"Электронные товары для красоты и здоровья";"'2.35";"'0.5";"6";"0";"0";"24";"24";"0";"6390.00";"8990.00";;;;"20%"
"'0X22111343";"26665499";"178744928";"8021098774910";"Погружной блендер Braun Multiquick 5V MQ5245";"'77.5";"Braun";"Продается";"31";"'0.00";"Показывается";;"2020-06-17 13:39:37";"Электронная кухонная техника";"'21.40";"'4.3";"1";"0";"0";"0";"0";"0";"10640.00";"14180.00";;;;"20%"
"'0128792603";"37196871";"199635574";"8021098280282";"Парогенератор Braun CareStyle 5 IS5155BK";"'45";"Braun";"Продается";"7";"'5.00";"Показывается";;"2020-10-06 15:57:46";"Электронная техника для дома";"'39.31";"'7.9";"0";"0";"0";"3";"3";"0";"33080.00";"49360.00";;;;"20%"
"'Б0049646";"38489840";"201957243";"4210201262916";"Сетка и режущий блок 73S для электробритв Braun Series 7";"'75";"Braun";"Продается";"97";"'4.90";"Показывается";;"2020-10-19 15:20:44";"Аксессуары для электроники";"'0.29";"'0.1";"12";"0";"0";"0";"0";"0";"7170.00";"11370.00";;;;"20%"
"'Б0049647";"38492927";"201957404";"4210201262886";"Сетка и режущий блок 53B для электробритв Braun Series 5, 6";"'30";"Braun";"Продается";"48";"'4.90";"Показывается";;"2020-10-19 15:37:10";"Аксессуары для электроники";"'0.32";"'0.1";"2";"0";"0";"0";"0";"0";"6710.00";"8590.00";;;;"20%"
"'7030068";"38494572";"201957507";"2003883685058";"Щетка для чистки эпилятора /женской бритвы Braun";"'40";"Braun";"Продается";"0";"'0.00";"Показывается";;"2020-10-19 15:46:17";"Косметическая техника";"'0.08";"'0.1";"0";"0";"0";"2";"0";"0";"948.00";"0.00";;;;"20%"
"'79SPA";"42336633";"207409569";"2000000190327";"Сменная насадка для эпилятора Braun 79 SPA";"'35";"Braun";"Продается";"2";"'4.00";"Показывается";;"2020-11-17 09:57:41";"Косметическая техника";"'0.86";"'0.2";"1";"0";"0";"1";"0";"0";"572.00";"0.00";;;;"20%"
"'AX12710001";"42339480";"207409499";"8021098270399";"Тефлоновая насадка для деликатных тканей Braun TP7";"'70";"Braun";"Готов к продаже";"11";"'5.00";"Показывается";;"2020-11-17 10:18:38";"Декор, уборка и хранение";"'1.47";"'0.3";"0";"0";"0";"0";"0";"0";"5370.00";"7250.00";;;;"20%"
"'AX12710002";"42339700";"207423902";"8021098270405";"Мягкая насадка для сверхделикатных тканей Braun STP7";"'70";"Braun";"Готов к продаже";"5";"'0.00";"Показывается";;"2020-11-17 10:22:43";"Декор, уборка и хранение";"'1.47";"'0.3";"0";"0";"0";"0";"0";"0";"6770.00";"9950.00";;;;"20%"
"'Б0050503";"46783200";"215795439";"4210201320050";"Набор электрических зубных щеток Oral-B Family Pack (Pro 1 и Kids Холодное Сердце 2)";"'92.5";"Oral-B";"Продается";"59";"'4.80";"Показывается";;"2020-12-10 14:02:58";"Электронные товары для красоты и здоровья";"'4.05";"'0.8";"7";"0";"0";"0";"0";"0";"9080.00";"13990.00";;;;"20%"
"'0127406000";"71715879";"259301411";"8021098270733";"Паровой утюг BRAUN SI5006BL";"'65";"Braun";"Готов к продаже";"12";"'3.70";"Показывается";;"2021-04-28 14:12:47";"Электронная техника для дома";"'7.39";"'1.8";"0";"0";"0";"0";"0";"0";"8575.00";"12790.00";;;;"20%"
"'7040154";"73445502";"262293627";"2000000064086";"Футляр для зубной щетки 7040154";"'70";"Oral-B";"Продается";"0";"'0.00";"Показывается";;"2021-05-12 09:00:40";"Личная гигиена";"'0.81";"'0.2";"3";"0";"0";"3";"0";"0";"2410.00";"3490.00";;;;"20%"
"'Б0052621";"87741367";"282666661";"4210201388685";"Эпилятор Braun Silk-epil 5 Series 5-825P White Purple";"'62.5";"Braun";"Продается";"343";"'4.90";"Показывается";;"2021-07-01 07:08:48";"Косметическая техника";"'2.52";"'0.8";"7";"0";"0";"20";"20";"0";"19070.00";"26110.00";;;;"20%"
"'81696690";"94420608";"289879416";"2000000192369";"Зарядное устройство Oral-B, белый";"'30";"Oral-B";"Продается";"1";"'0.00";"Показывается";;"2021-07-15 13:17:50";"Аксессуары для электроники";"'0.25";"'0.1";"0";"0";"0";"1";"1";"0";"5480.00";"8170.00";;;;"20%"
"'Б0052955";"105162510";"297679311";"4210201291695";"Электрическая зубная щетка Oral-B Pro 3 3500, с визуальным датчиком давления, дорожный футляр, Розовая";"'100";"Oral-B";"Продается";"117";"'4.80";"Показывается";;"2021-08-02 07:32:20";"Электронные товары для красоты и здоровья";"'3.83";"'0.8";"11";"0";"0";"83";"83";"0";"6430.00";"8560.00";;;;"20%"
